cuenta_id,nombre,saldo,edad,tipo
266,Bob Johnson,1239,62,ahorro
267,Charlie Green,10142,51,prestamo
268,Bob Johnson,5591,29,prestamo
269,Bob Johnson,11716,40,ahorro
270,Diana Prince,3436,73,ahorro
271,Diana Prince,8517,57,hipoteca
272,Alice Brown,10234,40,prestamo
273,John Doe,5672,54,prestamo
274,Alice Brown,4275,25,hipoteca
275,Diana Prince,7577,62,prestamo
276,Steve Rogers,6561,65,ahorro
277,Steve Rogers,9831,34,hipoteca
278,John Doe,6535,27,ahorro
279,Diana Prince,5135,73,prestamo
280,Diana Prince,5431,73,hipoteca
281,Charlie Green,2142,48,ahorro
282,John Doe,11221,61,hipoteca
283,Bob Johnson,14801,36,ahorro
284,Charlie Green,8296,33,prestamo
285,Alice Brown,13793,20,ahorro
286,Diana Prince,8853,25,prestamo
287,Diana Prince,3460,25,prestamo
288,Jane Smith,11784,59,hipoteca
289,Jane Smith,6976,39,prestamo
290,Diana Prince,7586,33,ahorro
291,Steve Rogers,10374,63,hipoteca
292,Diana Prince,12569,47,ahorro
293,Bob Johnson,6217,48,prestamo
294,Charlie Green,12010,53,prestamo
295,Jane Smith,5983,39,prestamo
296,Jane Smith,14678,21,ahorro
297,Jane Smith,1628,20,hipoteca
298,Bob Johnson,4765,58,prestamo
299,John Doe,6975,36,hipoteca
300,Steve Rogers,5021,71,ahorro
301,John Doe,5863,41,ahorro
302,Charlie Green,7377,50,ahorro
303,Alice Brown,10715,67,hipoteca
304,Steve Rogers,6792,52,ahorro
305,John Doe,3869,75,hipoteca
306,Diana Prince,2106,44,ahorro
307,John Doe,10867,29,hipoteca
308,Charlie Green,3603,49,prestamo
309,Jane Smith,12695,58,prestamo
310,Diana Prince,1907,26,hipoteca
311,Steve Rogers,1008,60,prestamo
312,Bob Johnson,8106,63,hipoteca
313,John Doe,13800,25,hipoteca
314,Steve Rogers,4856,65,hipoteca
315,Steve Rogers,1829,38,ahorro
316,Diana Prince,12685,39,prestamo
317,Steve Rogers,7499,51,hipoteca
318,Alice Brown,11722,24,prestamo
319,Alice Brown,8253,37,ahorro
320,Jane Smith,6879,68,prestamo
321,Alice Brown,14392,28,ahorro
322,Charlie Green,3289,35,ahorro
323,John Doe,8495,30,prestamo
324,Bob Johnson,2902,36,ahorro
325,Steve Rogers,11568,67,ahorro
326,John Doe,13287,24,ahorro
327,John Doe,2240,54,prestamo
328,Steve Rogers,9488,66,ahorro
329,Jane Smith,12066,72,ahorro
330,Steve Rogers,14999,48,hipoteca
331,Alice Brown,12627,26,prestamo
332,Alice Brown,4856,45,-1
333,Charlie Green,3729,65,prestamo
334,John Doe,8653,65,ahorro
335,Steve Rogers,11066,53,prestamo
336,Charlie Green,13619,41,ahorro
337,John Doe,2956,47,ahorro
338,Charlie Green,2890,35,hipoteca
339,Jane Smith,12963,57,hipoteca
340,Bob Johnson,9175,50,prestamo
341,Jane Smith,9351,18,prestamo
342,Alice Brown,14072,54,prestamo
343,Steve Rogers,12397,33,prestamo
344,Charlie Green,11551,50,ahorro
345,John Doe,4728,51,hipoteca
346,Diana Prince,2737,27,hipoteca
347,John Doe,12736,23,prestamo
348,Diana Prince,9557,28,hipoteca
349,Alice Brown,5923,23,ahorro
350,Bob Johnson,10800,45,ahorro
351,Charlie Green,6564,55,ahorro
352,Alice Brown,4398,26,ahorro
353,Diana Prince,12579,68,hipoteca
354,Alice Brown,9383,41,ahorro
355,Jane Smith,9173,74,prestamo
356,Charlie Green,2288,23,prestamo
357,John Doe,12207,64,hipoteca
358,John Doe,11119,20,hipoteca
359,Diana Prince,1402,38,hipoteca
360,Charlie Green,11027,39,hipoteca
361,John Doe,12690,69,hipoteca
362,Bob Johnson,6950,27,prestamo
363,Steve Rogers,12142,53,hipoteca
364,Bob Johnson,14548,64,hipoteca
365,John Doe,9574,48,hipoteca
366,Diana Prince,9904,55,hipoteca
367,Steve Rogers,7506,59,hipoteca
368,Bob Johnson,11287,51,prestamo
369,Bob Johnson,8379,75,prestamo
370,Charlie Green,7665,56,ahorro
371,Steve Rogers,12293,61,ahorro
372,Alice Brown,12637,59,prestamo
373,Steve Rogers,1959,44,ahorro
374,Charlie Green,5769,30,hipoteca
375,Steve Rogers,5965,40,prestamo
376,Jane Smith,5806,30,ahorro
377,Steve Rogers,11107,73,prestamo
378,Charlie Green,14581,22,hipoteca
379,Jane Smith,5018,26,ahorro
380,Jane Smith,9085,23,hipoteca
381,Steve Rogers,9064,47,prestamo
382,John Doe,8923,18,prestamo
383,Bob Johnson,4454,53,hipoteca
384,John Doe,11129,32,hipoteca
385,Jane Smith,2916,24,ahorro
386,Charlie Green,8943,51,ahorro
387,Alice Brown,1297,34,ahorro
388,Jane Smith,13571,46,prestamo
389,Charlie Green,7730,60,prestamo
390,Bob Johnson,11360,50,prestamo
391,Bob Johnson,7532,18,hipoteca
392,Jane Smith,6705,47,prestamo
393,Diana Prince,7699,27,hipoteca
394,Steve Rogers,1142,65,hipoteca
395,Steve Rogers,11651,57,hipoteca
396,Alice Brown,6791,38,prestamo
397,Diana Prince,13166,38,hipoteca
398,Alice Brown,8648,41,ahorro
399,Jane Smith,3568,27,ahorro
400,Bob Johnson,13521,69,prestamo
401,Diana Prince,6702,51,ahorro
402,John Doe,6744,57,hipoteca
403,Charlie Green,10380,73,prestamo
404,John Doe,11790,55,ahorro
405,Steve Rogers,9726,22,hipoteca
406,Charlie Green,11392,69,prestamo
407,Diana Prince,7203,36,hipoteca
408,Diana Prince,12679,73,prestamo
409,Diana Prince,5081,53,prestamo
410,Diana Prince,7172,25,ahorro
411,Charlie Green,6182,59,ahorro
412,Charlie Green,3367,19,prestamo
413,Charlie Green,2365,53,prestamo
414,John Doe,2539,58,ahorro
415,Steve Rogers,9059,23,prestamo
416,Alice Brown,12390,48,ahorro
417,Jane Smith,5094,59,hipoteca
418,John Doe,7561,22,hipoteca
419,John Doe,5294,70,hipoteca
420,Jane Smith,2098,25,hipoteca
421,Alice Brown,8724,35,hipoteca
422,Charlie Green,6832,23,ahorro
423,Steve Rogers,13595,69,ahorro
424,Alice Brown,11359,36,ahorro
425,Bob Johnson,6509,64,ahorro
426,John Doe,7068,31,prestamo
427,John Doe,12815,58,ahorro
428,Charlie Green,8859,36,ahorro
429,Alice Brown,7772,49,ahorro
430,Steve Rogers,5230,65,prestamo
431,John Doe,10350,54,prestamo
432,Bob Johnson,9853,40,hipoteca
433,Bob Johnson,14271,72,prestamo
434,Diana Prince,3245,36,hipoteca
435,Steve Rogers,14406,42,prestamo
436,Charlie Green,14978,38,hipoteca
437,Jane Smith,4385,43,ahorro
438,Diana Prince,10437,67,prestamo
439,John Doe,7795,50,hipoteca
440,Jane Smith,10520,70,prestamo
441,Diana Prince,11599,64,ahorro
442,Alice Brown,11752,28,prestamo
443,Steve Rogers,9267,74,prestamo
444,Steve Rogers,2738,47,ahorro
445,Bob Johnson,12951,21,hipoteca
446,John Doe,5999,58,ahorro
447,Diana Prince,13049,41,ahorro
448,Bob Johnson,2691,47,prestamo
449,Charlie Green,2704,39,prestamo
450,Diana Prince,4762,18,hipoteca
451,Charlie Green,8985,27,prestamo
452,Charlie Green,10985,56,hipoteca
453,Bob Johnson,11746,39,prestamo
454,Bob Johnson,3953,62,prestamo
455,John Doe,8734,61,hipoteca
456,Bob Johnson,13050,25,prestamo
457,Bob Johnson,3549,53,prestamo
458,Alice Brown,12201,51,ahorro
459,Bob Johnson,10449,43,prestamo
460,Charlie Green,5770,26,ahorro
461,Bob Johnson,9207,46,ahorro
462,Steve Rogers,5264,60,ahorro
463,Alice Brown,5631,34,prestamo
464,Diana Prince,9960,62,-1
465,Diana Prince,5489,44,prestamo
466,Steve Rogers,,53,ahorro
467,Jane Smith,4303,70,prestamo
468,Diana Prince,4736,72,ahorro
469,John Doe,13568,44,ahorro
470,Charlie Green,4583,65,prestamo
471,Diana Prince,1869,74,ahorro
472,Alice Brown,1031,61,hipoteca
473,John Doe,13169,34,prestamo
474,Steve Rogers,7591,32,ahorro
475,Bob Johnson,13434,67,hipoteca
476,John Doe,3749,24,prestamo
477,Diana Prince,10639,74,hipoteca
478,Steve Rogers,2986,22,prestamo
479,John Doe,5460,48,prestamo
480,Jane Smith,6260,26,ahorro
481,Alice Brown,13619,37,hipoteca
482,Bob Johnson,5087,27,ahorro
483,Diana Prince,10492,51,ahorro
484,Diana Prince,6018,49,ahorro
485,Charlie Green,5536,39,ahorro
486,Jane Smith,9324,31,hipoteca
487,Alice Brown,14821,61,prestamo
488,Steve Rogers,4661,47,ahorro
489,Alice Brown,7052,45,ahorro
490,Diana Prince,11919,68,ahorro
491,Charlie Green,4102,50,ahorro
492,Alice Brown,5427,62,ahorro
493,Charlie Green,14128,18,hipoteca
494,Diana Prince,8286,23,prestamo
495,Jane Smith,5180,73,hipoteca
496,Bob Johnson,10291,150,prestamo
497,Bob Johnson,6299,70,ahorro
498,Diana Prince,10250,19,hipoteca
499,Jane Smith,12410,39,prestamo
500,Jane Smith,10182,35,hipoteca
501,Jane Smith,13732,19,prestamo
502,Steve Rogers,3602,36,prestamo
503,Jane Smith,10272,61,hipoteca
504,Steve Rogers,9069,39,hipoteca
505,John Doe,11592,71,hipoteca
506,Jane Smith,14144,28,prestamo
507,John Doe,7508,34,ahorro
508,Charlie Green,9462,69,prestamo
509,Diana Prince,9688,75,prestamo
510,Jane Smith,6026,35,hipoteca
511,John Doe,14567,48,hipoteca
512,John Doe,7187,23,ahorro
513,Diana Prince,10119,61,prestamo
514,Diana Prince,14909,41,hipoteca
515,Diana Prince,12218,74,ahorro
516,Bob Johnson,2296,58,ahorro
517,Charlie Green,6226,48,ahorro
518,Charlie Green,13899,71,ahorro
519,Jane Smith,13497,24,hipoteca
520,Diana Prince,2449,41,hipoteca
521,Steve Rogers,10734,54,hipoteca
522,Steve Rogers,14282,69,ahorro
523,Steve Rogers,5482,21,hipoteca
524,John Doe,10031,26,hipoteca
525,Alice Brown,9307,30,ahorro
526,Alice Brown,12394,61,prestamo
527,Alice Brown,10745,71,prestamo
528,Charlie Green,2977,27,ahorro
529,Jane Smith,1179,21,hipoteca
530,Jane Smith,10275,28,hipoteca
531,Jane Smith,4538,70,prestamo
532,Alice Brown,12938,45,ahorro
533,John Doe,11567,42,prestamo
534,John Doe,1779,38,ahorro
535,John Doe,12879,19,prestamo
536,Diana Prince,1088,68,ahorro
537,Bob Johnson,12239,70,prestamo
538,Charlie Green,11090,20,hipoteca
539,Jane Smith,11813,44,hipoteca
540,Bob Johnson,9159,38,ahorro
541,Alice Brown,6328,39,ahorro
542,Charlie Green,1903,74,hipoteca
543,Alice Brown,14133,56,hipoteca
544,John Doe,12335,61,hipoteca
545,John Doe,7478,52,ahorro
546,John Doe,6979,46,ahorro
547,Charlie Green,5530,72,prestamo
548,Bob Johnson,12686,32,ahorro
549,John Doe,12086,30,prestamo
550,John Doe,3013,33,prestamo
551,Alice Brown,13415,34,prestamo
552,John Doe,9820,50,ahorro
553,John Doe,7197,40,prestamo
554,Steve Rogers,13162,46,ahorro
555,Diana Prince,4497,63,hipoteca
556,Alice Brown,5297,48,prestamo
557,Alice Brown,8486,25,prestamo
558,Steve Rogers,6072,74,prestamo
559,Jane Smith,3707,53,ahorro
560,John Doe,7279,50,hipoteca
561,Charlie Green,14658,37,ahorro
562,Alice Brown,11831,73,prestamo
563,Diana Prince,1701,64,prestamo
564,Steve Rogers,9013,27,prestamo
565,Alice Brown,6774,54,prestamo
566,Alice Brown,5660,33,-1
567,Alice Brown,5481,75,ahorro
568,Jane Smith,8624,20,hipoteca
569,Charlie Green,6480,75,hipoteca
570,Diana Prince,6534,53,ahorro
571,Charlie Green,6682,32,ahorro
572,Bob Johnson,11703,66,hipoteca
573,Bob Johnson,12383,65,ahorro
574,Bob Johnson,4618,62,ahorro
575,Steve Rogers,10958,67,hipoteca
576,Bob Johnson,10439,35,prestamo
577,Charlie Green,2289,20,prestamo
578,Alice Brown,2787,34,prestamo
579,Diana Prince,5884,36,hipoteca
580,Jane Smith,6143,52,hipoteca
581,Jane Smith,13097,18,prestamo
582,Jane Smith,8053,44,hipoteca
583,Charlie Green,12858,69,ahorro
584,John Doe,9771,19,ahorro
585,Bob Johnson,10258,38,hipoteca
586,John Doe,14370,70,hipoteca
587,John Doe,12445,23,hipoteca
588,Steve Rogers,10254,60,prestamo
589,Steve Rogers,2399,24,prestamo
590,Alice Brown,7165,41,prestamo
591,Bob Johnson,1514,60,prestamo
592,Bob Johnson,5049,64,hipoteca
593,Diana Prince,9599,52,ahorro
594,Alice Brown,8865,67,ahorro
595,Alice Brown,9001,61,prestamo
596,Jane Smith,1331,50,hipoteca
597,Charlie Green,1743,69,hipoteca
598,Alice Brown,7658,38,prestamo
599,Steve Rogers,5409,50,hipoteca
600,Steve Rogers,6354,38,prestamo
601,Diana Prince,11623,60,ahorro
602,John Doe,7188,75,ahorro
603,John Doe,7134,46,hipoteca
604,Charlie Green,12768,68,prestamo
605,Diana Prince,8380,59,hipoteca
606,Bob Johnson,4231,37,prestamo
607,Steve Rogers,14514,36,prestamo
608,Charlie Green,12354,43,prestamo
609,Bob Johnson,8892,67,prestamo
610,Jane Smith,2808,22,ahorro
611,Jane Smith,4583,31,prestamo
612,Charlie Green,14851,68,hipoteca
613,Steve Rogers,8276,74,prestamo
614,John Doe,7057,18,ahorro
615,Jane Smith,8706,67,ahorro
616,Alice Brown,8449,62,prestamo
617,Alice Brown,3054,64,ahorro
618,Jane Smith,2083,27,ahorro
619,Charlie Green,9927,44,prestamo
620,John Doe,7745,72,ahorro
621,Steve Rogers,13547,43,hipoteca
622,Alice Brown,11728,150,ahorro
623,John Doe,8304,23,hipoteca
624,Alice Brown,5361,52,hipoteca
625,Steve Rogers,5618,52,hipoteca
626,Alice Brown,13628,29,hipoteca
627,Steve Rogers,13992,67,hipoteca
628,John Doe,2222,48,hipoteca
629,Charlie Green,2779,48,hipoteca
630,Diana Prince,11930,72,hipoteca
631,Diana Prince,12016,70,prestamo
632,Jane Smith,6793,33,prestamo
633,Alice Brown,4231,50,ahorro
634,Charlie Green,2992,46,hipoteca
635,Alice Brown,12020,37,hipoteca
636,Diana Prince,13800,58,prestamo
637,Steve Rogers,12142,51,ahorro
638,John Doe,12151,23,hipoteca
639,John Doe,1499,47,ahorro
640,Alice Brown,6517,35,prestamo
641,John Doe,6302,29,ahorro
642,Alice Brown,13813,68,prestamo
643,Charlie Green,13841,57,prestamo
644,Charlie Green,11816,64,hipoteca
645,Diana Prince,5852,24,ahorro
646,Bob Johnson,1383,65,ahorro
647,Steve Rogers,11220,64,prestamo
648,John Doe,14015,69,prestamo
649,John Doe,4317,30,prestamo
650,Jane Smith,4385,43,ahorro
651,Bob Johnson,4138,33,prestamo
652,Steve Rogers,6966,65,ahorro
653,Diana Prince,4231,44,ahorro
654,Diana Prince,6637,36,prestamo
655,John Doe,11771,49,-1
656,Bob Johnson,10995,39,prestamo
657,Diana Prince,13310,37,hipoteca
658,Bob Johnson,13059,30,ahorro
659,Jane Smith,11851,62,ahorro
660,Diana Prince,3855,66,prestamo
661,Steve Rogers,10176,60,ahorro
662,Jane Smith,11769,62,prestamo
663,John Doe,8330,40,hipoteca
664,Bob Johnson,13664,21,prestamo
665,Jane Smith,3973,68,prestamo
666,Bob Johnson,2472,31,prestamo
667,Bob Johnson,14629,60,hipoteca
668,Steve Rogers,12480,43,ahorro
669,Bob Johnson,7187,59,ahorro
670,Alice Brown,10088,58,ahorro
671,Bob Johnson,13316,73,ahorro
672,John Doe,1841,66,hipoteca
673,Jane Smith,9158,54,ahorro
674,Alice Brown,8835,55,prestamo
675,Charlie Green,,56,prestamo
676,Steve Rogers,3916,22,hipoteca
677,Alice Brown,9845,66,prestamo
678,Jane Smith,10143,38,ahorro
679,Charlie Green,11404,29,hipoteca
680,Alice Brown,10938,19,hipoteca
681,Alice Brown,10700,22,hipoteca
682,Alice Brown,3622,24,prestamo
683,Jane Smith,7535,70,ahorro
684,Jane Smith,9219,19,hipoteca
685,Bob Johnson,0,55,prestamo
686,Diana Prince,10529,75,prestamo
687,Diana Prince,4150,74,ahorro
688,John Doe,2373,58,prestamo
689,John Doe,10522,53,hipoteca
690,Alice Brown,7751,50,ahorro
691,Diana Prince,2240,68,prestamo
692,John Doe,14189,32,ahorro
693,Diana Prince,2496,48,prestamo
694,Diana Prince,13107,27,prestamo
695,Diana Prince,10561,20,prestamo
696,Jane Smith,10038,38,hipoteca
697,John Doe,5033,58,ahorro
698,John Doe,12619,46,prestamo
699,Charlie Green,6014,43,hipoteca
700,Diana Prince,9609,32,ahorro
701,Bob Johnson,2113,48,ahorro
702,Bob Johnson,12091,43,ahorro
703,Steve Rogers,9756,28,prestamo
704,Diana Prince,13808,43,ahorro
705,Jane Smith,2830,50,prestamo
706,Bob Johnson,8110,44,hipoteca
707,Alice Brown,14626,25,hipoteca
708,Diana Prince,5788,39,ahorro
709,Jane Smith,4392,48,hipoteca
710,Diana Prince,14728,73,prestamo
711,Diana Prince,2856,18,prestamo
712,Jane Smith,8320,46,hipoteca
713,Jane Smith,14055,40,ahorro
714,Steve Rogers,7618,72,prestamo
715,Bob Johnson,14247,38,prestamo
716,Diana Prince,2217,53,hipoteca
717,Bob Johnson,8729,64,hipoteca
718,Charlie Green,9214,23,hipoteca
719,Charlie Green,9075,56,prestamo
720,Bob Johnson,14310,58,hipoteca
721,John Doe,1662,49,ahorro
722,Alice Brown,14372,45,hipoteca
723,Steve Rogers,10519,23,hipoteca
724,John Doe,9142,52,hipoteca
725,Steve Rogers,13789,36,hipoteca
726,Diana Prince,6366,62,prestamo
727,Alice Brown,8475,19,prestamo
728,Charlie Green,14048,26,hipoteca
729,Diana Prince,10660,72,hipoteca
730,Bob Johnson,8223,52,prestamo
731,Charlie Green,13394,71,ahorro
732,Charlie Green,10475,29,ahorro
733,Diana Prince,12087,33,prestamo
734,John Doe,7959,22,prestamo
735,Alice Brown,1311,72,hipoteca
736,Charlie Green,3926,20,hipoteca
737,Steve Rogers,3437,42,ahorro
738,Alice Brown,7093,39,prestamo
739,Bob Johnson,14005,20,hipoteca
740,Steve Rogers,5927,38,prestamo
741,Charlie Green,5914,56,prestamo
742,Steve Rogers,9412,74,hipoteca
743,Diana Prince,1416,19,ahorro
744,Bob Johnson,13994,61,ahorro
745,Steve Rogers,10049,38,prestamo
746,John Doe,10955,60,ahorro
747,Bob Johnson,8623,56,prestamo
748,Bob Johnson,7816,18,prestamo
749,Alice Brown,4535,52,prestamo
750,Bob Johnson,8052,48,ahorro
751,Jane Smith,2782,69,ahorro
752,Charlie Green,1808,60,prestamo
753,Bob Johnson,0,68,ahorro
754,Alice Brown,2364,74,prestamo
755,Diana Prince,7617,37,ahorro
756,Alice Brown,10842,55,hipoteca
757,John Doe,7179,68,hipoteca
758,Diana Prince,14253,25,hipoteca
759,Alice Brown,8353,33,hipoteca
760,Charlie Green,3758,34,ahorro
761,Charlie Green,8601,56,ahorro
762,Steve Rogers,5098,27,prestamo
763,Bob Johnson,12756,50,prestamo
764,Alice Brown,14415,63,hipoteca
765,Alice Brown,8197,67,prestamo
766,Charlie Green,6134,37,ahorro
767,Charlie Green,9957,70,ahorro
768,Bob Johnson,5868,64,ahorro
769,Jane Smith,10632,60,hipoteca
770,Diana Prince,10043,22,prestamo
771,Alice Brown,14680,29,prestamo
772,Bob Johnson,11520,28,ahorro
773,Alice Brown,7926,67,hipoteca
774,Jane Smith,3643,72,ahorro
775,Diana Prince,8098,73,hipoteca
776,John Doe,1082,48,ahorro
777,Jane Smith,9270,42,ahorro
778,Alice Brown,6690,26,hipoteca
779,Alice Brown,7958,59,ahorro
780,Jane Smith,13960,58,ahorro
781,Steve Rogers,6886,29,hipoteca
782,Bob Johnson,10010,,hipoteca
783,Charlie Green,6818,56,hipoteca
784,Alice Brown,4436,56,prestamo
785,Charlie Green,14960,39,hipoteca
786,Bob Johnson,11402,69,prestamo
787,Alice Brown,1684,55,hipoteca
788,Diana Prince,14453,57,prestamo
789,Charlie Green,14495,42,hipoteca
790,Charlie Green,13572,19,ahorro
791,Steve Rogers,13929,67,hipoteca
792,Steve Rogers,1230,37,ahorro
793,John Doe,9052,29,hipoteca
794,Steve Rogers,6373,56,prestamo
795,Alice Brown,6954,68,ahorro
796,Steve Rogers,1769,34,prestamo
797,John Doe,4337,61,ahorro
798,Jane Smith,5245,27,ahorro
799,Diana Prince,3365,21,ahorro
800,Steve Rogers,2639,54,-1
801,Steve Rogers,13952,54,ahorro
802,Bob Johnson,6368,68,hipoteca
803,Steve Rogers,8278,53,prestamo
804,Charlie Green,8728,36,prestamo
805,Diana Prince,14545,65,hipoteca
806,Bob Johnson,12107,45,ahorro
807,Bob Johnson,1740,74,hipoteca
808,Bob Johnson,5464,18,prestamo
809,Diana Prince,10675,36,hipoteca
810,Bob Johnson,3199,22,hipoteca
811,Bob Johnson,5746,67,hipoteca
812,Bob Johnson,5941,33,hipoteca
813,Steve Rogers,7109,46,prestamo
814,Alice Brown,1592,47,ahorro
815,Steve Rogers,14294,46,prestamo
816,Diana Prince,5223,30,prestamo
817,Alice Brown,14297,26,ahorro
818,Bob Johnson,6752,60,ahorro
819,Steve Rogers,7867,63,prestamo
820,Diana Prince,3090,27,ahorro
821,Steve Rogers,13100,62,hipoteca
822,Alice Brown,4664,69,hipoteca
823,Alice Brown,14093,72,hipoteca
824,Steve Rogers,6063,47,prestamo
