cuenta_id,nombre,saldo,edad,tipo
192,Charlie Green,3338,68,hipoteca
193,Jane Smith,11210,60,hipoteca
194,Diana Prince,12232,39,prestamo
195,John Doe,4765,42,prestamo
196,John Doe,4315,51,hipoteca
197,Steve Rogers,3450,56,ahorro
198,Charlie Green,10827,20,hipoteca
199,John Doe,2526,48,hipoteca
200,Charlie Green,9835,70,ahorro
201,Steve Rogers,12117,59,prestamo
202,Bob Johnson,1711,62,hipoteca
203,Steve Rogers,8899,68,prestamo
204,Steve Rogers,13146,66,hipoteca
205,Alice Brown,3193,34,prestamo
206,Steve Rogers,2373,36,hipoteca
207,Alice Brown,5223,30,ahorro
208,Steve Rogers,1116,54,hipoteca
209,John Doe,7144,59,ahorro
210,Bob Johnson,7698,41,ahorro
211,Diana Prince,10590,34,prestamo
212,Alice Brown,10251,41,hipoteca
213,Diana Prince,7511,66,ahorro
214,Steve Rogers,10135,48,ahorro
215,Charlie Green,8925,34,prestamo
216,Steve Rogers,12558,43,hipoteca
217,Steve Rogers,11801,25,hipoteca
218,Steve Rogers,12457,28,ahorro
219,Alice Brown,13879,39,hipoteca
220,Diana Prince,12580,21,ahorro
221,Diana Prince,1086,69,ahorro
222,Alice Brown,10834,45,ahorro
223,Jane Smith,7075,23,hipoteca
224,Alice Brown,7564,57,hipoteca
225,Diana Prince,10788,21,ahorro
226,Alice Brown,1175,30,hipoteca
227,Charlie Green,5685,30,ahorro
228,Charlie Green,9451,62,ahorro
229,Diana Prince,1590,41,ahorro
230,Jane Smith,2422,35,prestamo
231,Alice Brown,7642,55,ahorro
232,Diana Prince,12528,22,ahorro
233,Diana Prince,14594,53,hipoteca
234,Steve Rogers,5530,32,hipoteca
235,Alice Brown,7618,54,ahorro
236,Alice Brown,9294,24,hipoteca
237,Bob Johnson,6570,25,hipoteca
238,Charlie Green,14322,68,hipoteca
239,Alice Brown,7178,54,prestamo
240,Steve Rogers,6565,67,prestamo
241,Charlie Green,1448,48,ahorro
242,Alice Brown,11381,68,ahorro
243,Jane Smith,14109,38,prestamo
244,Charlie Green,9776,18,hipoteca
245,Jane Smith,5706,23,prestamo
246,Steve Rogers,6603,22,hipoteca
247,Alice Brown,6142,40,ahorro
248,Bob Johnson,3994,65,hipoteca
249,Jane Smith,9175,65,ahorro
250,Jane Smith,5348,31,ahorro
251,Jane Smith,14702,57,prestamo
252,John Doe,2964,23,hipoteca
253,Alice Brown,11056,18,hipoteca
254,Steve Rogers,8901,41,hipoteca
255,Charlie Green,5501,49,ahorro
256,Charlie Green,,43,ahorro
257,Jane Smith,1887,51,prestamo
258,Charlie Green,1533,50,prestamo
259,Diana Prince,13712,29,prestamo
260,Diana Prince,9490,47,prestamo
261,John Doe,12044,31,prestamo
262,Bob Johnson,6924,57,prestamo
263,Bob Johnson,4885,35,prestamo
264,Bob Johnson,6995,29,prestamo
265,Alice Brown,12480,66,prestamo
266,Alice Brown,5581,46,ahorro
267,Charlie Green,12239,32,ahorro
268,Steve Rogers,4863,53,prestamo
269,Jane Smith,3389,69,hipoteca
270,Steve Rogers,1159,29,prestamo
271,Steve Rogers,11332,51,hipoteca
272,Steve Rogers,8972,37,prestamo
273,Charlie Green,1781,43,ahorro
274,John Doe,4530,70,prestamo
275,Diana Prince,2577,46,hipoteca
276,Bob Johnson,6903,53,hipoteca
277,Bob Johnson,6638,19,prestamo
278,Steve Rogers,12134,56,ahorro
279,Diana Prince,11635,52,ahorro
280,Bob Johnson,6818,38,hipoteca
281,Steve Rogers,13067,46,ahorro
282,Bob Johnson,8598,58,ahorro
283,Diana Prince,14233,39,prestamo
284,Charlie Green,7631,72,ahorro
285,Bob Johnson,4739,38,prestamo
286,Diana Prince,5382,56,hipoteca
287,Alice Brown,13795,73,prestamo
288,Charlie Green,8377,44,ahorro
289,John Doe,3048,64,ahorro
290,Diana Prince,12480,65,ahorro
291,Alice Brown,2687,24,ahorro
292,Alice Brown,9985,21,ahorro
293,Charlie Green,13533,23,ahorro
294,Jane Smith,2381,59,prestamo
295,Jane Smith,13084,36,prestamo
296,Jane Smith,9630,71,ahorro
297,Diana Prince,6846,73,prestamo
298,Alice Brown,9856,35,hipoteca
299,Diana Prince,9835,29,hipoteca
300,Diana Prince,13270,58,hipoteca
301,Diana Prince,11478,52,prestamo
302,Alice Brown,9841,32,ahorro
303,Bob Johnson,7753,34,ahorro
304,John Doe,9574,70,ahorro
305,Alice Brown,9767,18,hipoteca
306,Steve Rogers,8816,37,ahorro
307,Steve Rogers,5799,56,ahorro
308,Charlie Green,7121,30,prestamo
309,Alice Brown,7467,33,ahorro
310,Diana Prince,7385,71,prestamo
311,John Doe,7917,58,ahorro
312,Steve Rogers,11046,69,hipoteca
313,Bob Johnson,11624,65,hipoteca
314,Alice Brown,4080,72,ahorro
315,Bob Johnson,2808,58,prestamo
316,Bob Johnson,12476,57,prestamo
317,John Doe,3492,21,hipoteca
318,John Doe,5622,35,ahorro
319,Diana Prince,1134,32,ahorro
320,Alice Brown,4558,39,prestamo
321,Steve Rogers,9165,41,prestamo
322,John Doe,6410,23,ahorro
323,Steve Rogers,7429,22,hipoteca
324,Jane Smith,14787,34,prestamo
325,John Doe,13585,63,ahorro
326,Alice Brown,5049,65,ahorro
327,Diana Prince,13631,24,hipoteca
328,Jane Smith,8746,42,hipoteca
329,Bob Johnson,3598,58,hipoteca
330,Charlie Green,9534,25,prestamo
331,Bob Johnson,4255,41,ahorro
332,Jane Smith,2850,33,hipoteca
333,John Doe,3742,68,prestamo
334,Alice Brown,13929,33,ahorro
335,Charlie Green,13836,62,prestamo
336,Jane Smith,7084,67,ahorro
337,Alice Brown,2497,61,hipoteca
338,Steve Rogers,11242,21,ahorro
339,Jane Smith,12490,52,ahorro
340,Jane Smith,6189,53,hipoteca
341,Steve Rogers,8187,64,ahorro
342,Alice Brown,6868,64,ahorro
343,John Doe,8951,63,prestamo
344,Charlie Green,12420,49,ahorro
345,Charlie Green,6696,38,hipoteca
346,Steve Rogers,14620,56,hipoteca
347,Charlie Green,3539,46,prestamo
348,Charlie Green,7014,47,ahorro
349,Charlie Green,7210,64,ahorro
350,Charlie Green,6965,67,hipoteca
351,Diana Prince,2037,60,hipoteca
352,Jane Smith,9586,61,prestamo
353,Jane Smith,11044,36,prestamo
354,Bob Johnson,2809,24,hipoteca
355,John Doe,14683,26,ahorro
356,Jane Smith,2753,49,ahorro
357,Charlie Green,11514,71,prestamo
358,Charlie Green,11223,62,hipoteca
359,Bob Johnson,4616,56,hipoteca
360,Jane Smith,11743,49,ahorro
361,Diana Prince,1994,41,hipoteca
362,Alice Brown,14468,41,hipoteca
363,Charlie Green,5355,51,ahorro
364,Steve Rogers,5979,22,ahorro
365,John Doe,2658,64,ahorro
366,Jane Smith,4164,51,hipoteca
367,Diana Prince,3931,53,hipoteca
368,Diana Prince,2728,67,hipoteca
369,Diana Prince,8515,62,hipoteca
370,John Doe,3733,68,ahorro
371,Charlie Green,6529,60,ahorro
372,Charlie Green,8258,40,prestamo
373,Bob Johnson,14842,41,prestamo
374,Alice Brown,14535,64,prestamo
375,Charlie Green,9939,31,prestamo
376,Diana Prince,5162,41,prestamo
377,Alice Brown,1003,64,ahorro
378,Charlie Green,0,51,ahorro
379,Bob Johnson,1107,150,ahorro
380,Bob Johnson,1355,67,hipoteca
381,Charlie Green,9376,53,hipoteca
382,Jane Smith,2544,20,prestamo
383,Jane Smith,5341,41,hipoteca
384,Bob Johnson,14288,37,ahorro
385,Charlie Green,4562,64,ahorro
386,Steve Rogers,8905,29,prestamo
387,Diana Prince,12515,54,ahorro
388,Bob Johnson,1612,64,hipoteca
389,Steve Rogers,1916,67,prestamo
390,Steve Rogers,8115,44,ahorro
391,Jane Smith,13249,59,hipoteca
392,Diana Prince,13737,58,prestamo
393,Charlie Green,1674,38,hipoteca
394,Bob Johnson,9231,62,ahorro
395,Diana Prince,12986,43,prestamo
396,Charlie Green,9269,23,ahorro
397,Steve Rogers,7460,27,ahorro
398,Alice Brown,10362,65,ahorro
399,Bob Johnson,2393,43,hipoteca
400,Diana Prince,3136,66,ahorro
401,Jane Smith,8993,43,hipoteca
402,Charlie Green,11092,65,hipoteca
403,John Doe,5362,67,prestamo
404,Charlie Green,2467,25,hipoteca
405,Bob Johnson,6706,30,prestamo
406,Diana Prince,1396,67,prestamo
407,Bob Johnson,11096,70,prestamo
408,Alice Brown,1735,70,ahorro
409,Bob Johnson,3555,66,hipoteca
410,John Doe,13117,21,ahorro
411,Jane Smith,14638,70,prestamo
412,Diana Prince,14177,25,prestamo
413,John Doe,6437,31,hipoteca
414,Jane Smith,9952,51,prestamo
415,Charlie Green,12959,27,hipoteca
416,John Doe,7170,55,hipoteca
417,Bob Johnson,3790,21,prestamo
418,Diana Prince,11124,35,ahorro
419,John Doe,2091,42,hipoteca
420,Steve Rogers,11815,41,ahorro
421,Steve Rogers,11639,42,ahorro
422,Charlie Green,12627,24,prestamo
423,Charlie Green,9709,23,ahorro
424,Alice Brown,10186,63,ahorro
425,Charlie Green,5995,39,prestamo
426,Jane Smith,1301,40,hipoteca
427,Diana Prince,5953,33,hipoteca
428,John Doe,11252,34,prestamo
429,Steve Rogers,1482,53,prestamo
430,Bob Johnson,7436,60,ahorro
431,Alice Brown,9531,61,hipoteca
432,Diana Prince,4726,44,ahorro
433,Alice Brown,6118,56,prestamo
434,Jane Smith,4387,59,ahorro
435,Diana Prince,14108,30,ahorro
436,Diana Prince,9582,26,prestamo
437,Steve Rogers,3378,59,-1
438,Jane Smith,6201,22,hipoteca
439,Diana Prince,2939,29,prestamo
440,Jane Smith,12912,19,prestamo
441,Alice Brown,7737,37,prestamo
442,Steve Rogers,11434,65,prestamo
443,Jane Smith,2749,26,ahorro
444,Charlie Green,11108,35,hipoteca
445,Jane Smith,10770,32,ahorro
446,Bob Johnson,2302,62,prestamo
447,Steve Rogers,10907,48,hipoteca
448,Jane Smith,14961,42,prestamo
449,Jane Smith,4166,32,ahorro
450,John Doe,5421,44,ahorro
451,Jane Smith,13415,31,ahorro
452,Alice Brown,11109,49,hipoteca
453,Alice Brown,5043,45,prestamo
454,Charlie Green,13047,70,prestamo
455,Alice Brown,11018,65,hipoteca
456,Charlie Green,11508,74,hipoteca
457,Charlie Green,2791,46,prestamo
458,John Doe,5025,51,hipoteca
459,Diana Prince,1643,53,prestamo
460,Diana Prince,1807,30,prestamo
461,Bob Johnson,13675,70,prestamo
462,Alice Brown,5823,57,ahorro
463,Jane Smith,8595,71,hipoteca
464,Diana Prince,9202,25,ahorro
465,Diana Prince,9952,26,prestamo
466,Alice Brown,1408,29,prestamo
467,Diana Prince,4308,74,prestamo
468,Bob Johnson,12333,59,hipoteca
469,Diana Prince,13013,25,ahorro
470,Alice Brown,11388,41,ahorro
471,Alice Brown,12909,68,hipoteca
472,Jane Smith,7204,53,prestamo
473,Jane Smith,6491,54,hipoteca
474,Jane Smith,3369,29,hipoteca
475,Bob Johnson,6071,64,prestamo
476,Jane Smith,2926,75,ahorro
477,John Doe,11200,66,prestamo
478,Alice Brown,9169,52,ahorro
479,Alice Brown,4897,31,hipoteca
480,Alice Brown,7719,46,ahorro
481,John Doe,5009,74,hipoteca
482,Diana Prince,10134,70,ahorro
483,Jane Smith,1902,59,prestamo
484,Steve Rogers,1531,60,hipoteca
485,Bob Johnson,6424,23,ahorro
486,Jane Smith,3643,61,prestamo
487,Diana Prince,12466,56,hipoteca
488,Jane Smith,8460,65,hipoteca
489,John Doe,2525,67,prestamo
490,Alice Brown,14439,22,prestamo
491,John Doe,5797,48,ahorro
492,Steve Rogers,5496,39,hipoteca
493,Jane Smith,12400,31,hipoteca
494,Charlie Green,12955,58,hipoteca
495,Alice Brown,,45,hipoteca
496,Bob Johnson,9608,54,hipoteca
497,Jane Smith,11064,54,prestamo
498,Diana Prince,9154,49,ahorro
499,Jane Smith,12609,36,ahorro
500,John Doe,8616,58,ahorro
501,Jane Smith,14100,57,prestamo
502,Bob Johnson,6728,53,hipoteca
503,Diana Prince,4296,62,prestamo
504,John Doe,6042,37,hipoteca
505,Steve Rogers,1100,25,hipoteca
506,Alice Brown,12868,54,hipoteca
507,Steve Rogers,3877,30,prestamo
508,Diana Prince,8849,48,ahorro
509,Alice Brown,3545,58,prestamo
510,Charlie Green,6490,47,prestamo
511,John Doe,14682,51,prestamo
512,Diana Prince,6169,53,hipoteca
513,Charlie Green,12231,39,prestamo
514,Jane Smith,5595,71,ahorro
515,Alice Brown,11264,52,ahorro
516,Alice Brown,4070,56,ahorro
517,Steve Rogers,6050,63,prestamo
518,Bob Johnson,7780,23,prestamo
519,Bob Johnson,8404,71,prestamo
520,Bob Johnson,3867,25,prestamo
521,Steve Rogers,4311,23,prestamo
522,Steve Rogers,8907,75,hipoteca
523,Bob Johnson,8921,64,hipoteca
524,Bob Johnson,3347,67,ahorro
525,Charlie Green,12087,26,ahorro
526,Alice Brown,7350,63,hipoteca
527,Bob Johnson,1721,61,hipoteca
528,Bob Johnson,8649,74,ahorro
529,Steve Rogers,11796,65,prestamo
530,Steve Rogers,6114,58,ahorro
531,Jane Smith,5695,35,hipoteca
532,Alice Brown,11995,25,prestamo
533,Bob Johnson,2875,18,hipoteca
534,John Doe,4384,52,prestamo
535,Bob Johnson,3319,63,prestamo
536,Jane Smith,2167,37,hipoteca
537,Charlie Green,8268,21,ahorro
538,Diana Prince,1826,24,prestamo
539,Alice Brown,7421,29,hipoteca
540,Charlie Green,11313,71,hipoteca
541,Charlie Green,6826,37,prestamo
542,Diana Prince,13425,60,hipoteca
543,Steve Rogers,13524,47,hipoteca
544,Steve Rogers,14145,62,prestamo
545,Bob Johnson,12214,59,hipoteca
546,Alice Brown,4796,32,ahorro
547,Charlie Green,5227,41,prestamo
548,Diana Prince,6412,68,prestamo
549,John Doe,2070,48,ahorro
550,Alice Brown,14857,28,prestamo
551,Charlie Green,10415,26,hipoteca
552,Steve Rogers,12702,68,ahorro
553,Diana Prince,2162,68,prestamo
554,Alice Brown,10675,44,ahorro
555,Charlie Green,3605,48,prestamo
556,Jane Smith,14335,62,hipoteca
557,Alice Brown,10293,68,prestamo
558,Jane Smith,3835,60,hipoteca
559,Diana Prince,10407,71,prestamo
560,Charlie Green,8584,38,hipoteca
561,Alice Brown,3886,37,prestamo
562,John Doe,12231,70,hipoteca
563,Alice Brown,6364,49,hipoteca
564,John Doe,4565,70,ahorro
565,Steve Rogers,11422,69,ahorro
566,Diana Prince,3444,46,hipoteca
567,Charlie Green,10468,46,ahorro
568,Bob Johnson,5910,54,hipoteca
569,Alice Brown,12760,40,ahorro
570,Charlie Green,9362,43,ahorro
571,John Doe,7049,75,hipoteca
572,John Doe,12523,53,prestamo
573,Bob Johnson,1510,33,prestamo
574,Alice Brown,11243,38,hipoteca
575,Alice Brown,8130,52,ahorro
576,Alice Brown,3278,30,hipoteca
577,Bob Johnson,14761,44,ahorro
578,Steve Rogers,11978,26,ahorro
579,Diana Prince,1257,27,hipoteca
580,Diana Prince,8155,26,ahorro
581,Steve Rogers,7813,73,prestamo
582,Diana Prince,10902,45,hipoteca
583,Charlie Green,7948,53,prestamo
584,Jane Smith,4044,45,hipoteca
585,Alice Brown,14874,64,ahorro
586,Bob Johnson,7731,52,hipoteca
587,John Doe,10308,48,hipoteca
588,Charlie Green,8889,62,ahorro
589,Diana Prince,9624,72,prestamo
590,John Doe,9574,74,hipoteca
591,Alice Brown,11332,65,hipoteca
592,John Doe,12207,58,hipoteca
593,Bob Johnson,11044,21,prestamo
594,John Doe,8681,47,hipoteca
595,Charlie Green,13022,39,prestamo
596,Steve Rogers,5827,36,ahorro
597,Charlie Green,13278,37,hipoteca
598,Bob Johnson,2006,58,prestamo
599,Charlie Green,1845,60,prestamo
600,Charlie Green,1447,36,prestamo
601,Charlie Green,2259,72,prestamo
602,Charlie Green,5603,35,prestamo
603,John Doe,10893,29,hipoteca
604,Diana Prince,8317,41,ahorro
605,Diana Prince,4869,49,ahorro
606,Steve Rogers,1542,39,ahorro
607,Charlie Green,14463,27,prestamo
608,Alice Brown,13621,42,ahorro
609,Diana Prince,11446,28,ahorro
610,Steve Rogers,6653,21,hipoteca
611,Steve Rogers,2900,21,ahorro
612,Alice Brown,5937,48,hipoteca
613,Charlie Green,4828,42,hipoteca
614,Alice Brown,5302,27,hipoteca
615,John Doe,5731,69,prestamo
616,Bob Johnson,9687,61,ahorro
617,Charlie Green,11443,40,prestamo
618,Diana Prince,5466,39,prestamo
619,John Doe,5183,59,hipoteca
620,Steve Rogers,12063,65,ahorro
621,Charlie Green,13623,30,hipoteca
622,Diana Prince,3947,38,hipoteca
623,John Doe,14626,22,ahorro
624,Charlie Green,2702,61,prestamo
625,Diana Prince,5641,34,ahorro
626,Charlie Green,2506,21,hipoteca
627,Steve Rogers,4552,56,hipoteca
628,John Doe,2415,72,hipoteca
629,Diana Prince,13515,75,hipoteca
630,Jane Smith,2816,62,ahorro
631,Alice Brown,11821,22,hipoteca
632,Bob Johnson,13605,45,hipoteca
633,Steve Rogers,13617,38,prestamo
634,John Doe,5543,67,ahorro
635,Bob Johnson,1984,34,prestamo
636,John Doe,9056,30,hipoteca
637,Diana Prince,9061,24,ahorro
638,Alice Brown,4578,57,hipoteca
639,Alice Brown,12721,34,ahorro
640,John Doe,10360,64,prestamo
641,John Doe,9154,27,hipoteca
642,John Doe,11888,42,prestamo
643,Bob Johnson,7411,54,ahorro
644,Steve Rogers,9039,48,prestamo
645,Diana Prince,13794,69,ahorro
646,John Doe,7298,62,prestamo
647,Charlie Green,6880,39,hipoteca
648,John Doe,11359,59,ahorro
649,Steve Rogers,6571,23,prestamo
650,Bob Johnson,11613,30,ahorro
651,Alice Brown,11825,30,prestamo
652,John Doe,11332,62,prestamo
653,Diana Prince,8175,65,ahorro
654,Jane Smith,1415,64,hipoteca
655,Alice Brown,2032,68,hipoteca
656,Alice Brown,9748,71,prestamo
657,John Doe,1606,39,ahorro
658,Diana Prince,1701,43,ahorro
659,Diana Prince,11933,51,prestamo
660,Steve Rogers,9791,27,hipoteca
661,John Doe,1604,65,ahorro
662,John Doe,8720,57,ahorro
663,Diana Prince,3138,18,ahorro
664,Bob Johnson,14446,68,ahorro
665,Jane Smith,14686,55,ahorro
666,John Doe,2870,49,hipoteca
667,Jane Smith,2033,69,ahorro
668,Steve Rogers,14695,65,hipoteca
669,John Doe,12208,54,hipoteca
670,Steve Rogers,13994,31,ahorro
671,Bob Johnson,2035,25,prestamo
672,Alice Brown,3753,62,prestamo
673,Alice Brown,4991,55,ahorro
674,Steve Rogers,14883,58,hipoteca
675,Jane Smith,1256,74,prestamo
676,John Doe,3939,23,hipoteca
677,Bob Johnson,7819,62,prestamo
678,Jane Smith,3344,58,prestamo
679,Alice Brown,4919,29,hipoteca
680,Charlie Green,3949,63,prestamo
681,John Doe,11275,70,prestamo
682,John Doe,10137,33,ahorro
683,Charlie Green,2567,57,prestamo
684,Charlie Green,9315,32,prestamo
685,Diana Prince,4409,35,ahorro
686,Steve Rogers,3444,61,prestamo
687,Jane Smith,11979,20,ahorro
688,Bob Johnson,4433,45,prestamo
689,Steve Rogers,13425,47,ahorro
690,John Doe,9804,29,ahorro
691,Alice Brown,9436,25,ahorro
692,Diana Prince,8287,55,hipoteca
693,Jane Smith,13240,61,prestamo
694,John Doe,6343,32,ahorro
695,Alice Brown,4276,42,ahorro
696,Charlie Green,8936,21,prestamo
697,Charlie Green,8454,29,prestamo
698,Alice Brown,12793,30,hipoteca
699,Bob Johnson,4313,39,ahorro
700,Charlie Green,1977,35,ahorro
701,Alice Brown,8513,44,ahorro
702,Jane Smith,5835,56,ahorro
703,Diana Prince,11019,75,ahorro
704,Charlie Green,4763,23,prestamo
705,Alice Brown,4546,55,prestamo
706,Bob Johnson,1237,64,prestamo
707,Jane Smith,5060,38,prestamo
708,Charlie Green,3440,54,ahorro
709,John Doe,1656,48,hipoteca
710,John Doe,7974,51,prestamo
711,Steve Rogers,12413,70,ahorro
712,Jane Smith,2361,53,ahorro
713,Alice Brown,4571,26,prestamo
714,Diana Prince,2486,19,prestamo
715,Jane Smith,12522,47,hipoteca
716,John Doe,8452,47,ahorro
717,Alice Brown,4030,68,prestamo
718,Diana Prince,11377,18,hipoteca
719,Diana Prince,6454,51,ahorro
720,Steve Rogers,5420,62,hipoteca
721,Steve Rogers,4393,68,hipoteca
722,Bob Johnson,13054,21,hipoteca
723,Diana Prince,6963,74,ahorro
724,Bob Johnson,8624,57,ahorro
725,Jane Smith,11619,53,hipoteca
726,Diana Prince,13674,31,ahorro
727,Jane Smith,0,59,prestamo
728,Steve Rogers,10504,73,hipoteca
729,Diana Prince,13466,32,prestamo
730,Bob Johnson,9250,61,prestamo
731,John Doe,7108,40,prestamo
732,Charlie Green,14591,25,prestamo
733,Diana Prince,14523,52,prestamo
734,Bob Johnson,14105,61,hipoteca
735,John Doe,4085,75,prestamo
736,Alice Brown,3929,36,ahorro
737,Bob Johnson,2835,62,ahorro
738,Steve Rogers,4346,51,hipoteca
739,Alice Brown,12180,52,ahorro
740,Alice Brown,8272,65,hipoteca
741,Jane Smith,2031,19,ahorro
742,Charlie Green,11562,39,prestamo
743,Diana Prince,11584,68,prestamo
744,Diana Prince,12417,51,hipoteca
745,Bob Johnson,10293,26,prestamo
746,Bob Johnson,4715,48,prestamo
747,Steve Rogers,14852,21,ahorro
748,Alice Brown,3725,57,ahorro
749,Bob Johnson,3986,29,hipoteca
750,Diana Prince,14016,27,ahorro
751,John Doe,6187,54,ahorro
752,Bob Johnson,4022,31,hipoteca
753,Diana Prince,6192,40,ahorro
754,Charlie Green,3663,52,prestamo
755,John Doe,7628,49,ahorro
756,Bob Johnson,3556,18,hipoteca
757,Charlie Green,6427,59,hipoteca
758,Bob Johnson,13356,54,hipoteca
759,Charlie Green,12936,46,prestamo
760,Diana Prince,8847,75,ahorro
761,Charlie Green,2914,37,ahorro
762,Steve Rogers,4610,46,prestamo
763,John Doe,10963,59,ahorro
764,Jane Smith,13800,67,prestamo
765,John Doe,9821,72,prestamo
766,John Doe,9385,43,ahorro
767,Charlie Green,10913,50,ahorro
768,Bob Johnson,7513,27,hipoteca
769,Bob Johnson,7326,41,ahorro
770,Bob Johnson,6047,46,hipoteca
771,Diana Prince,8278,65,prestamo
772,Bob Johnson,3683,69,hipoteca
773,Alice Brown,12937,75,prestamo
774,Charlie Green,10796,23,ahorro
775,Alice Brown,9606,39,ahorro
776,Charlie Green,13388,42,ahorro
777,Diana Prince,5478,44,ahorro
778,Diana Prince,10304,66,ahorro
779,Steve Rogers,7254,36,hipoteca
780,Steve Rogers,14537,37,hipoteca
781,Charlie Green,13121,47,ahorro
782,John Doe,3523,34,prestamo
783,Steve Rogers,11429,48,ahorro
784,Bob Johnson,7834,29,prestamo
785,Diana Prince,5009,19,ahorro
786,Alice Brown,2093,56,hipoteca
787,Alice Brown,10266,45,prestamo
788,Alice Brown,12374,70,ahorro
789,Diana Prince,10425,19,prestamo
790,John Doe,3394,38,prestamo
791,Jane Smith,6855,28,ahorro
792,Alice Brown,11424,40,ahorro
793,Charlie Green,11468,22,hipoteca
794,Diana Prince,4002,66,ahorro
795,Jane Smith,9908,38,prestamo
796,Diana Prince,14105,37,prestamo
797,Diana Prince,6939,24,hipoteca
798,Steve Rogers,3354,18,ahorro
799,Bob Johnson,13759,49,prestamo
800,Jane Smith,2678,31,ahorro
801,Steve Rogers,4087,68,hipoteca
802,Steve Rogers,9612,72,hipoteca
803,Diana Prince,13391,69,ahorro
804,John Doe,2909,70,ahorro
805,Alice Brown,6705,37,hipoteca
806,Steve Rogers,8240,74,hipoteca
807,Bob Johnson,3821,63,prestamo
808,Steve Rogers,2943,32,ahorro
809,Jane Smith,12272,32,prestamo
810,Jane Smith,2287,45,hipoteca
811,John Doe,2273,19,prestamo
812,John Doe,4217,24,ahorro
813,Charlie Green,10718,21,prestamo
814,Bob Johnson,1709,22,prestamo
815,Steve Rogers,2581,68,ahorro
816,Jane Smith,10627,75,ahorro
817,Bob Johnson,1479,23,ahorro
818,Bob Johnson,10498,40,prestamo
819,Charlie Green,13792,64,hipoteca
820,Charlie Green,2119,24,hipoteca
821,Charlie Green,4555,63,ahorro
822,Jane Smith,13353,52,ahorro
